log_volume,percentage_of_total_volume
2.6577569668419043,0.00044952043006862217
2.6583089734854055,0.00045028523338045074
2.6588942335947,0.00045105104414842369
2.6594646422004007,0.00045181784755386582
2.6600597292073385,0.00045258571415265648
2.660679828643449,0.00045335465284595188
2.6612856016193898,0.00045412466053012417
2.66183070318054,0.00045489573670907214
2.6624215755498613,0.00045566778031774248
2.6628237110457489,0.00045644079151020223
2.663432393758026,0.00045721462568718967
2.66404614552385,0.00045798955093832508
2.66468589817969,0.00045876562439069608
2.6653291632309211,0.00045954281784958473
2.6659914154213324,0.00046032116713202732
2.6666201793610762,0.00046110070006508683
2.6672086565895876,0.00046188132100205738
2.6677638851336072,0.00046266294487918897
2.6683813164991932,0.00046344564378764347
2.6689590000432468,0.00046422939064437343
2.6695600926891578,0.00046501422765545767
2.6701983973134453,0.00046580020186365529
2.6707366976909368,0.00046658718889692655
2.6712360969426197,0.00046737516502072507
2.6717796215837946,0.00046816406854611564
2.6722040031671979,0.00046895391648999266
2.6727456773226796,0.00046974458589813775
2.6732960971582393,0.00047053624914354192
2.6738747081404064,0.00047132893944025744
2.6744244957524259,0.00047212265134119225
2.6749661712926405,0.00047291739366346006
2.6755424951410038,0.00047371313837243445
2.6760854368638141,0.0004745099173135409
2.6766270751854417,0.00047530770197609315
2.6769047397028629,0.00047610616676181769
2.6774441466292886,0.0004769054550722922
2.6779753737395624,0.00047770569518025817
2.6785140825080429,0.00047850695789272208
2.6790168050154803,0.0004793091489760982
2.6795639157846254,0.00048011234328341297
2.6801102864806774,0.00048091654570744604
2.6806761857846184,0.00048172176708525529
2.6811919783496481,0.00048252888279747122
2.6814146237847147,0.00048333485619009043
2.6819280392377833,0.00048414244301179209
2.6824858222997703,0.00048495103770874987
2.6830436855085491,0.00048576065741127034
2.6835835991465724,0.00048657129842295436
2.6841048885636924,0.00048738294810309909
2.68463110381582,0.00048819557005958111
2.6851518572955229,0.00048900916212502076
2.6856693352293779,0.00048982463310019036
2.6860800251950852,0.00049063914413165774
2.6865786990876011,0.000491455433447023
2.6870633977743394,0.00049227263730633464
2.6875661805295561,0.0004930908184814269
2.6880396684673666,0.00049390989613016091
2.688482081841256,0.00049472986755281828
2.6889566251714756,0.000495551562820257
2.6894235794213941,0.00049637238158400075
2.6898959621812852,0.00049719498576624886
2.6901960800285138,0.00049856983078494315
2.6903011258175344,0.0004988420008037916
2.69074694859245,0.00049966622693061423
2.691153066092876,0.00050049127006852781
2.6915841477434879,0.000501317108881497
2.6919651027673606,0.00050216539476653787
2.6923857718064697,0.00050297109956408577
2.6928342391027225,0.00050379929103908875
2.6932293748352492,0.00050462826846616544
2.69361481702076,0.00050545800063156769
2.6939349815331157,0.00050628930122896673
2.6942650517883213,0.00050711943998288389
2.69450509524132,0.00050795102190705958
2.6946051989335689,0.000510354446532345
2.6946051989335689,0.000510354446532345
2.6946052015656563,0.00051044971421700331
2.6948352245902729,0.00051127921889185636
2.6951077088090507,0.00051211194145765835
2.6951532046616791,0.00051469830668418137
2.6951532046616791,0.00051469830668418137
2.6951532046616791,0.00051469830668418137
2.6953903153134635,0.00051544433986219751
2.6956306909819947,0.00051627805521666881
2.6959278730320912,0.00051711231542439029
2.6962791779431976,0.000517947196749314
2.6965308063900109,0.00051878262911145192
2.696850629871042,0.00051961865198879771
2.6971559739341711,0.00052045526031705672
2.6974248437647974,0.00052129241154186745
2.6976651626476746,0.00052321833935908282
2.6976651626476746,0.00052321833935908282
2.6978309731125476,0.00052380597736190453
2.6980511481267859,0.00052464438542298064
2.6981777935619293,0.00052548312706822582
2.6983598829758972,0.00052632219649244446
2.698494712177955,0.000527161552187487
2.6985988410295425,0.00052800205634359544
2.6986909204340215,0.00052884183628775807
2.6987622533176254,0.00052968086200109359
2.6988258328584958,0.00053052092797249185
2.6988831497840309,0.00053136111162931164
2.6989283065897096,0.00053220231572090532
2.6989595820119843,0.00053304175893568876
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989700043360187,0.00057892512809135956
2.6989808615623518,0.00057926422704991111
2.6990324974212747,0.00058010562051265008
2.6990960669377912,0.00058094529352254972
2.6991739298034747,0.00058178602018157239
2.6992768873625774,0.00058262692274819777
2.6994050623392347,0.000583468048317391
2.6995515693801528,0.00058430943120593563
2.699692463446064,0.00058515109655341111
2.6998377258672459,0.00058610970666052753
2.700052016821552,0.00058683533763204056
2.7000543856282389,0.00058796082746704356
2.7002430922554734,0.000588520480223517
2.7004768826613876,0.00058936355010191929
2.7007222901905594,0.0005902071392996233
2.7010117138863485,0.00059105122460183116
2.7013065759536841,0.00059189588243909038
2.7015825574203212,0.00059274111674791834
2.7019313978835351,0.000593586941149499
2.7022899358392696,0.00059443346404020449
2.7025931346383065,0.00059528061997726875
2.7029223385152523,0.000596129316237678
2.7032116050860813,0.00059697677707902161
2.7033456804536509,0.00059782557781990246
2.7036938204221763,0.0005986748378431384
2.704023089363881,0.0005995247435414832
2.7043721710326727,0.00060037532555296219
2.7047347081557747,0.00060122659429348276
2.7051277284304649,0.000602078638080241
2.7054550644162676,0.00060293141551295154
2.7058620939355218,0.000603784872485116
2.7062397100486146,0.00060463906878456672
2.7066443982875512,0.00060549405770235964
2.7070575185538197,0.00060634985905185835
2.7074416450852206,0.00060720644593594822
2.7075701760979363,0.0006081346626468331
2.7079412966888063,0.00060892117001302
2.7083530505578213,0.00060977951670177519
2.7087782462784284,0.00061063869661323177
2.709233798517062,0.0006114987543351186
2.7096319116116852,0.00061235964785297551
2.7100894753993257,0.00061322138705222843
2.7105368492367505,0.00061408401090043028
2.710975519869026,0.00061494755362223694
2.7114283674818962,0.00061581196699490057
2.7118072290411912,0.00061668105067208534
2.7122229820516481,0.000617543323376582
2.7126639657783849,0.00061841023977728517
2.7131313666371644,0.00061927804597846942
2.7135556597035482,0.00062014674798399106
2.7140269475942538,0.0006210163333219878
2.7144841382447717,0.00062188685249419914
2.7149961551804482,0.00062275834101927917
2.7154593967315677,0.00062363080966348764
2.7159078793921396,0.00062450420692244045
2.7161120322716497,0.000625378239417688
2.7165655746438984,0.00062625292846389886
2.7170161874935586,0.00062712853805340165
2.7174918855500523,0.000628005092200105
2.717980589188822,0.00062888260416468951
2.7184390894839603,0.00062976108445013921
2.7189138836242344,0.00063064049369159229
2.7193822622076418,0.00063152086600148916
2.7198528870236669,0.00063240219805877739
2.720159303405957,0.00063334888165598785
2.7205897918101059,0.00063416725241246684
2.721058413044398,0.00063505104676921261
2.7215426849628019,0.00063593580632564147
2.722013816660751,0.000636821530846234
2.7224847044095668,0.00063770822629242833
2.72295815447082,0.00063859588498658233
2.7234556720351857,0.00063950585975869
2.7239507407859471,0.00064037416637826162
2.7242758696007892,0.00064127255652510087
2.7247709910722051,0.00064215612244044066
2.7252779329159353,0.000643048492303952
2.7257711512310174,0.00064394188630910779
2.7262821633016112,0.00064483729358399836
2.7268122466415683,0.000645731851162173
2.7273795856245373,0.00064662849523421388
2.7278828010295522,0.000647526244560492
2.7283778964660756,0.00064842506801644014
2.7288785974437477,0.00064932486614848687
2.7294542226104554,0.00065022580809063926
2.7300137699265763,0.00065112790183809329
2.7305106985991521,0.00065203108021611887
2.7310243798156879,0.00065293532934411664
2.731558117740609,0.00065384067672707383
2.7320725502672727,0.00065474710704189977
2.7323937598229686,0.00065587923002763469
2.7328087454084193,0.0006565625255753574
2.7333473421028622,0.0006574716014295962
2.7338859505388968,0.00065838180660927155
2.734429596137995,0.00065929312658215831
2.7349518284499044,0.00066020557606101267
2.7355278076967808,0.00066111919207834222
2.7359978840917938,0.00066211777621432767
2.7364159327349036,0.00066294958409551883
2.736884534336244,0.00066386614068822348
2.7374292281787662,0.00066478378748683785
2.7379862894243439,0.00066570359431907694
2.7385275788149515,0.00066662254956564772
2.7390401873787,0.00066754365261675181
2.7395515508185087,0.00066846583632346375
2.740013319389214,0.00066938904645358907
2.7403626894942437,0.00067219838340023684
2.7403626894942437,0.00067219838340023684
2.7403626894942437,0.00067219838340023684
2.7407848869184273,0.000673086941004081
2.7412921889813395,0.00067401281373174939
2.7417669001282317,0.00067493973175005394
2.7423141280753427,0.00067586776485195719
2.7428727168722395,0.00067679698063031265
2.7434223467191767,0.00067772738721763018
2.7439591539285613,0.00067865895636216454
2.7443443997630621,0.00067959261619321941
2.7448634308975062,0.00068052511239544372
2.7454125998587018,0.000681459780785158
2.7459871616591185,0.00068239568655878912
2.7465523142558039,0.00068333277448081741
2.7471004648830148,0.00068427109123688965
2.7476618397975852,0.00068521061785912476
2.7481880270062002,0.00068642333978824151
2.7486164766569958,0.00068709292271230786
2.7492168740019363,0.00068803576678815688
2.7497651836011516,0.00068897987769099122
2.7503044144551763,0.00068992515548017667
2.7508839018211915,0.00069087162350968347
2.75144881220095,0.000691819352924348
2.7520484478194387,0.00069282323222872287
2.752573144336373,0.00069371856709813328
2.7531399720580478,0.00069467000160821615
2.7536883759381179,0.00069562265940473211
2.7543025190495229,0.00069657661391227894
2.7548412645347042,0.000697531796153239
2.7554207196259775,0.00069848821705651
2.7558748556724915,0.00069947201872227961
2.7564173079069163,0.00070040454752751038
2.7570112982606303,0.0007013644334266559
2.7575915129739776,0.00070232567053437971
2.7582174203502161,0.00070328823849130976
2.7588249415707224,0.0007042521335830584
2.7593852498717739,0.00070521735165172961
2.7598625122647138,0.00070618372522717669
2.7604391966533171,0.00070715130134998321
2.7610069549391509,0.00070812010359564293
2.761574544218599,0.00070909019118390627
2.762141068236533,0.00071006158118084423
2.7627132083941222,0.000711034215846679
2.763287424885402,0.000712008151018364
2.763702030020367,0.00071298312748540129
2.7642972739362444,0.00071395929938623012
2.7648683347278915,0.00071493675606538478
2.7654414510025811,0.00071591547553713313
2.765993214881771,0.00071689547270793958
2.766555860383781,0.0007178767580769737
2.7671232237276526,0.00071885933040546966
2.7676236120655346,0.000719843056365584
2.7681484064630446,0.00072082797771918692
2.7686792514746359,0.0007218141274600425
2.7692743919952258,0.00072280153300437037
2.7697597902589939,0.00072379012866559238
2.7703053945258529,0.00072477994350061438
2.7708520116421442,0.00072599379162743654
2.7712754219020312,0.00072676307258089188
2.7717838639729235,0.00072775631236260841
2.77231700722038,0.00072875073542104883
2.772822225753218,0.000729746323270822
2.7733022914665417,0.00073074304655425465
2.7737706638660282,0.00073174089012585425
2.7740994701645754,0.00073273953063298139
2.77433811563542,0.00073373905317949462
2.7747641359431237,0.000734739200053316
2.7752462597402365,0.00073575355961807021
2.7757428625165264,0.00073674278222386161
2.7762295201790592,0.00073774735428473032
2.7767011839884108,0.00073890760943033293
2.7769972965460727,0.00073975628169916264
2.7774268223893115,0.00074085265433323838
2.777746891105509,0.0007417697923896027
2.7780285752687379,0.00074277769872098441
2.7781512503836434,0.00075253918755052837
2.7781512503836434,0.00075253918755052837
2.7781512503836434,0.00075253918755052837
2.7781512503836434,0.00075253918755052837
2.7781512503836434,0.00075253918755052837
2.7781512503836434,0.00075253918755052837
2.7781512503836434,0.00075253918755052837
2.7781512503836434,0.00075253918755052837
2.7781512503836434,0.00075253918755052837
2.7782178703901552,0.00075286254162119893
2.7785180503935516,0.00075387151124713364
2.7788744720027396,0.000754892310099578
2.7792356316758635,0.00075599892100139258
2.7796479759089538,0.00075690343439871683
2.7801558852051982,0.00075791598379061154
2.7806616748135475,0.00075892971989222481
2.7811739146369079,0.00075994465585035582
2.7817306292118245,0.00076096083759099578
2.7822132428189437,0.0007619781812525212
2.7826905895903229,0.00076299673330154692
2.7831886910752575,0.00076402198911211018
2.7837371919022775,0.00076503732477501481
2.7842488946414545,0.00076605946623893139
2.7847657538929416,0.00076708281427734432
2.78532270896301,0.00076810743397514637
2.7857467277132568,0.00076913310511133334
2.786265848708195,0.00077015999944390966
2.7867557153949543,0.00077118924149025849
2.7872912891813191,0.00077221742157676792
2.7878316341114613,0.00077324799684911738
2.7883963378293122,0.00077427986544156206
2.7888753064412448,0.00077531305821467117
2.7894028702375313,0.00077634738831087059
2.7899342150975297,0.000777382972220114
2.7904909293360052,0.00077841987515234374
2.791043372625615,0.0007794581114912428
2.7915999435656964,0.0007804976488177156
2.7921402323591762,0.00078153851576285151
2.7925451847685645,0.00078258054082724232
2.79309160017658,0.0007836236823682846
2.7936588699066207,0.000784668138248483
2.7942215332523048,0.00078571396486786275
2.7947729737399998,0.0007867611302382738
2.7953315470504703,0.00078780966787767015
2.795868963887695,0.00078885950887824352
2.7962801225551468,0.00078991036760681945
2.7968519147528905,0.00079096255022329312
2.7973879428473856,0.00079201606276440618
2.7979779722372928,0.00079307097068658406
2.798509536886375,0.00079412718382886049
2.7990535845489175,0.00079518471937032947
2.7994747367456183,0.00079624348588919571
2.8000297818379254,0.00079730342530922877
2.800596133106704,0.00079836470253229219
2.8011713064724995,0.00079942737694294313
2.801752564248615,0.00080049149260659393
2.8023075764021126,0.00080155697718040022
2.8028627034577451,0.00080262384839495469
2.8034488031997942,0.00080369210925255769
2.8040146900922078,0.00080476176871866715
2.8045698945214772,0.00080583280379790219
2.80516226671714,0.00080690527386706272
2.8057171957401192,0.00080797918198899149
2.8061799739838871,0.00080910605351522955
2.8067520622888882,0.00081013082969095
2.807291527614455,0.0008112086535906612
2.8078565061487906,0.00081228781908916962
2.8083836338058354,0.00081336836059300594
2.8089017572568173,0.00081445023495048787
2.8093927714002263,0.00081553331033115618
2.8099368483791136,0.00081661770356289279
2.8105567140961494,0.00081770352978186424
2.8111419049515849,0.00081879087040236879
2.8116629121168244,0.00081987960939072064
2.8122086863392619,0.00082096966868437941
2.8126966457607381,0.00082206104528089277
2.8129133566428557,0.00082439133968784659
2.8129133566428557,0.00082439133968784659
2.8133143826973646,0.000825338920998
2.813822891258158,0.00082643310874016228
2.8143545881824386,0.00082752858774372111
2.8149327859363091,0.00082862550283866311
2.8154953753026741,0.00082972385423070406
2.8160395223436527,0.00083082361312968945
2.8166075256431644,0.00083192473806863263
2.8171740096292437,0.00083302733678173918
2.8177521467474209,0.00083413137534161749
2.8183717874317078,0.00083523697094790373
2.818948706919743,0.00083634409023268031
2.8195015930559233,0.00083745261356564841
2.8199158304264147,0.00083856226486295963
2.8204957713188934,0.00083967329072557467
2.82103588449906,0.00084078575780306784
2.821582805622274,0.00084190087808124988
2.8221386366052403,0.00084301495201176543
2.8226952276191213,0.00084413160980498431
2.823211632476252,0.00084524967754866166
2.8236825446950826,0.00084636906267584718
2.8242412080945942,0.00084748976947152609
2.8248024016942046,0.00084861191182547578
2.8253542851031117,0.00084973548375174223
2.8259245127533661,0.00085086050063068865
2.8263799351469943,0.00085198680346968716
2.8269663912065042,0.00085311453050063732
2.8275506377866635,0.000854243755496121
2.8281190352989709,0.00085537446195013179
2.8286752737672529,0.00085650666396700859
2.8292364783522856,0.00085764029555447532
2.8296808192830669,0.00085877516856961518
2.8302400257417655,0.00085991142951999074
2.8307492952189981,0.00086104911156971908
2.831279859668888,0.00086218815393089478
2.8318291111562868,0.00086332861810112563
2.8323517539758192,0.0008644704657873412
2.8328078132724781,0.00086561357990079545
2.8333498979412672,0.00086675930545718866
2.83387607625191,0.0008679039259737231
2.8344426213287415,0.00086905123954463816
2.8350034612768678,0.00087020000319254585
2.8355778304968191,0.00087135028107050315
2.8361075443924695,0.00087250201319853855
2.8366355476319853,0.0008736551591455034
2.8371434662957573,0.00087480968757911825
2.8376535327110113,0.00087596561934055609
2.838169374142737,0.00087712286018475473
2.83869005697161,0.00087828151526778283
2.8390984105620722,0.00087944136149947945
2.8396318100492279,0.00088060249922405074
2.8401675390135543,0.00088176508860745965
2.8406655144875628,0.00088292905259921368
2.8410422263989288,0.00088409409586771924
2.8413594704548548,0.00088529203608624693
2.8418502674428825,0.0008864273366071604
2.842312760530636,0.00088759575420617692
2.8427843585088359,0.0008887654465421956
2.843293333344223,0.00088993645660146174
2.84379056417472,0.00089110883727420726
2.844167149713908,0.000892282316604643
2.8444771757456815,0.00089365679381486816
2.844791868043226,0.00089463217497743924
2.8450705377556109,0.00089580833233348191
2.8450980400142569,0.0009032783404668345
2.8450980400142569,0.0009032783404668345
2.8450980400142569,0.0009032783404668345
2.8450980400142569,0.0009032783404668345
2.8450980400142569,0.0009032783404668345
2.8450980400142569,0.0009032783404668345
2.8452736158354317,0.00090404446670222288
2.8456236858999087,0.00090522199922984969
2.8460496625523675,0.00090640054068786961
2.8463971736253812,0.0009075801534320551
2.8468706793871323,0.00090876089025475283
2.8473684014092715,0.0009099429369734299
2.8478641400811573,0.0009111263489539822
2.8483599964207356,0.00091231112391921046
2.8488693372228839,0.00091349725195234341
2.8493742878258779,0.00091468477208315948
2.849873057519908,0.00091587365227082751
2.8503682651562787,0.00091706389423747224
2.8509098919442528,0.0009182555792297722
2.8513708323255722,0.00091944868934246528
2.8518696007297661,0.00092065870876937444
2.8523716407271609,0.00092183884111229171
2.8528940490838162,0.00092303602008168666
2.8534246514966286,0.00092423460388452064
2.8539339824438037,0.00092543464747385908
2.854447943623049,0.00092663613677658192
2.8550145134390017,0.00092783907620663927
2.855540404080652,0.00092904356366000946
2.8560572988186816,0.00093024948853250358
2.8565694992234194,0.00093145683943620142
2.8570662218575791,0.00093266556083257954
2.8574830414388397,0.00093387563636084545
2.8579753619223691,0.00093508695610401715
2.8585116540471671,0.000936299668940711
2.8590532988086088,0.00093751387781652493
2.8595853297907934,0.00093872960653549058
2.860122562846299,0.00093994683664258333
2.8605708996747388,0.00094116545488950778
2.8610646223966403,0.00094238541649481044
2.8615607287851046,0.000943606752724262
2.8620987666295736,0.000944829551613847
2.8626242057709592,0.00094605377489552923
2.8631574141716394,0.00094727955550533128
2.8636093963635831,0.000948506695354661
2.8641366005265967,0.00094973526791042458
2.8646749666345266,0.00095096533930669506
2.8652005585771843,0.00095219690324045421
2.8657398593234475,0.00095342998641651812
2.8662820743395852,0.00095466458284977575
2.8667691061476175,0.00095590059216560646
2.8672744225631637,0.00095713806267432
2.8677911334768633,0.00095837702057584555
2.8682988246456258,0.00095961740820525775
2.8688479384803016,0.00096085932888728611
2.8692836582451506,0.00096210276090734142
2.8697991777276659,0.00096334744930158035
2.8703103603480784,0.0009645935956378353
2.8706964591590669,0.00096584111471700884
2.8711599884931713,0.00096708977968583268
2.87153826823969,0.000968339588943216
2.8720105118870811,0.00096959344165479036
2.8724487231835418,0.00097084312487701941
2.8729607022529278,0.0009720969432902753
2.8734308596638076,0.0009733521713549654
2.8739015978644615,0.00097462794413193771
2.8743702070722454,0.0009758666654981113
2.8747664041795007,0.00097712585863617835
2.8750612633917,0.00098465752837462888
2.8750612633917,0.00098465752837462888
2.8750612633917,0.00098465752837462888
2.8750612633917,0.00098465752837462888
2.8750612633917,0.00098465752837462888
2.8750644366251215,0.00098468914689489031
2.8754255618004243,0.00098595026836024286
2.8758606759804168,0.00098721255774280236
2.8762333911742886,0.0009884761030686006
2.87670843973919,0.00098974082860550476
2.877176870306748,0.00099100691606349416
2.8776868797875936,0.00099227442962144521
2.8781599815025567,0.000993543378766565
2.8786962698532741,0.000994813804475526
2.8792308673064859,0.00099608582493799082
2.8797440479460934,0.000997359365863129
2.8802497241556169,0.00099863442334348785
2.8807378601493419,0.00099991091401613569
2.8811630484197064,0.0010011886599733048
2.8816695381081168,0.0010024678652036693
2.8822192092850831,0.0010037486245054394
2.882739540751011,0.0010050309657176125
2.8832757302143439,0.0010063162488490958
2.8837728699033249,0.0010076016938683858
2.8843196490003771,0.001008887277452106
2.8848707270370957,0.0010101758969623127
2.8853876422016507,0.0010114660912143437
2.8859108455470035,0.001012759230379451
2.8864137292163234,0.0010140510667048929
2.8868534661629885,0.0010153456551993262
2.8873644679286206,0.0010166417114714384
2.8879038744394325,0.0010179393639509998
2.8884122729194321,0.0010192385779956524
2.8889734177058761,0.0010205393931304436
2.8894440700396973,0.0010218417826010013
2.8899623679746487,0.0010231456487846905
2.8904272235224129,0.001024451080987975
2.8909490931506205,0.0010257578947911717
2.8914659253204542,0.0010270662638333717
2.8919612488018069,0.001028376150004059
2.8923353728287813,0.0010296873044560032
2.8928642818289863,0.0010309998627337487
2.8934052191586113,0.0010323140607215644
2.89394170849788,0.001033629852988111
2.894434063961711,0.0010349472731053355
2.8949468668871647,0.0010362661882903235
2.8954666694433611,0.0010375866458469493
2.8959747323590648,0.0010389216702338928
2.8964922215931055,0.0010402322572368539
2.8970100148623459,0.0010415574134967412
2.8975075086099222,0.0010428841397141712
2.8979338032159392,0.0010442122391560256
2.8984364536315961,0.0010455418128952792
2.8987430081347436,0.0010468727224494006
2.8992168929706055,0.0010482061947888364
2.8994887207830797,0.0010495377683550897
2.8999769914451363,0.0010508720596666625
2.9004254769803026,0.0010522078236665632
2.9008999836009144,0.0010535449649640377
2.9013641177744622,0.0010548835310514387
2.9017851453035992,0.0010564764440510433
2.9021420887223481,0.0010575645951113313
2.9025467793139912,0.0010589904490231822
2.9028281729209287,0.0010602503710200951
2.9030719715403119,0.0010615946162924202
2.9030899869919438,0.0010716626528855158
2.9030899869919438,0.0010716626528855158
2.9030899869919438,0.0010716626528855158
2.9030899869919438,0.0010716626528855158
2.9030899869919438,0.0010716626528855158
2.9030899869919438,0.0010716626528855158
2.9030899869919438,0.0010716626528855158
2.90321420242017,0.0010723519353253283
2.9035751648227657,0.0010736975043785198
2.9039611542591328,0.001075044232576276
2.9043098751788925,0.0010763921611059827
2.904738198850938,0.0010777412795056941
2.9052088609537838,0.0010790917782047024
2.90569008467644,0.0010804437359317046
2.9061594969394333,0.001081797150956475
2.906668923603958,0.0010831521264207426
2.9071636003627934,0.0010845086704382694
2.9076479712136774,0.0010858667339058664
2.9081610795514923,0.0010872263781176537
2.9085823435532348,0.0010885875384343789
2.9090846908081209,0.0010899501144362976
2.9095691824954306,0.0010913142330682911
2.910084701542901,0.0010926798887005114
2.9106082407239922,0.0010940471980184878
2.9111458735715141,0.0010954161628617071
2.9116712404528964,0.001096786792893681
2.9121892551631232,0.0010981591103650314
2.9126861182152926,0.001099532997283394
2.9132314460004904,0.0011009085469307117
2.913750645755889,0.0011022858012610347
2.91417823408589,0.0011036659250592575
2.914746118120628,0.0011050447180877437
2.9152437450527833,0.0011064267428904015
2.9157957117715947,0.0011078104129119113
2.9163241588082016,0.0011091957773615669
2.91676804620711,0.0011105826852048724
2.917312552244276,0.0011119712474926256
2.9178766008015971,0.0011133615606766496
2.9184059989677009,0.0011147536241192602
2.9189534555229892,0.0011161473982792564
2.9194068131045614,0.0011175427738992021
2.9199463669188241,0.0011189397852299765
2.920484543491062,0.0011203385237310631
2.9210008623462516,0.0011217389506209051
2.9215659938057055,0.0011231411280454076
2.9221394309453772,0.0011245451367766209
2.9226819625460121,0.0011259509613478643
2.9232080769425646,0.0011273585040931292
2.9237521122226182,0.0011287677953333492
2.9242400928355528,0.0011301787551025364
2.9246797896954178,0.0011315911116247218
2.9252214130027157,0.001133005199191299
2.9256715308096815,0.0011344209117579707
2.9262033477192162,0.0011358381747079375
2.9267046473977287,0.0011372571314710398
2.9271851868063368,0.0011386777079013762
2.927709029934416,0.0011400999271918631
2.9281901866393163,0.0011415253682743179
2.9286763256363857,0.001142949271353962
2.9291562601036643,0.0011443763496464541
2.9294189257142929,0.0011468455682584783
2.9295413805145993,0.0011472335663015695
2.9299970118535272,0.001148663447633544
2.9305033070065125,0.0011501995123615926
2.930998389774413,0.001151527881342571
2.9314996728265537,0.0011529626338479043
2.9319661147281728,0.0011544021458717779
2.9324763826126348,0.0011558369602206629
2.9329808219231981,0.00115728444721935
2.9334757348544183,0.0011587178612819454
2.9339911925646205,0.0011601608113802114
2.9344984512435679,0.0011617504957834937
2.9350138316374981,0.001163051723728061
2.9355628403745389,0.0011644998673069889
2.936083577472075,0.0011659497861732809
2.9365872697494457,0.001167401439858321
2.9370718512322629,0.0011688547813804968
2.9376025115191187,0.0011703097519198469
2.9381286681226295,0.0011717665210391459
2.9386235901915612,0.0011732265716345015
2.9391522470455196,0.0011746851568060223
2.9396156657739434,0.0011761470876041841
2.940132641581505,0.001177610570374655
2.9406388002940358,0.0011790758146368438
2.9411722832140428,0.0011805427977182937
2.9416697031363821,0.0011820115458164393
2.9420717119568729,0.0011834819026214016
2.9425709209029454,0.0011849536765893732
2.9430868446130671,0.0011864271933619385
2.943590199532327,0.0011879024593692438
2.9440729303426059,0.0011893793967101129
2.9444826721501687,0.0011915611900040603
2.9447497457705971,0.0011923372853296129
2.9452117816023944,0.00119381811375416
2.9457016776479694,0.001195300586834293
2.9461744310846907,0.0011967846348380005
2.9466477262480257,0.0011982703509220013
2.9471291590023885,0.0011997576722987899
2.9476315278704917,0.0012012483085713228
2.948113171258445,0.0012027374048914029
2.9485041458207557,0.0012042296686448392
2.948951647744567,0.0012057233345922839
2.9493888608867231,0.0012072185104085049
2.9497684303777607,0.0012087150006971632
2.9501597819683618,0.001210212863470197
2.9504682630628012,0.0012117120796693494
2.9509023452020933,0.001213212471653401
2.9513657980242569,0.0012147144714318018
2.9518230353159121,0.0012162196910961108
2.9522926670660796,0.0012177231787831276
2.9527345802225335,0.001219229869614726
2.9531496589650428,0.0012207380611173825
2.9535680004487346,0.0012222477228860911
2.9539018320393438,0.0012237587091514688
2.9542022190364832,0.0012252708021323279
2.9542425094393248,0.0012317077536115903
2.9542425094393248,0.0012317077536115903
2.9542425094393248,0.0012317077536115903
2.9542425094393248,0.0012317077536115903
2.9544649984429596,0.0012328347275143091
2.9548408680198786,0.0012343488825169466
2.955220169937693,0.0012358643652819962
2.9555657502958343,0.0012373810723570982
2.9560114820106826,0.0012388991956172764
2.9564369849851126,0.0012404188481376015
2.9568450815495653,0.0012419399562333591
2.9572807209020495,0.001243462550582168
2.9577039176049382,0.0012449866182636003
2.9581061053990867,0.0012465121635449332
2.9585638832219674,0.0012480942344155776
2.9589999333546144,0.0012495678519244251
2.9594230219431052,0.0012510978958984345
2.9598455201244693,0.0012526312055072962
2.9603137809597668,0.001254162740828807
